,Survived,Pclass,Sex,Age,Fare,Embarked,Deck
686,0,3,1,14.0,39.6875,2,False
687,0,3,1,19.0,10.1708,2,False
688,0,3,1,18.0,7.7958,2,False
689,1,1,0,15.0,211.3375,2,1
690,1,1,1,31.0,57.0,2,1
691,1,3,0,4.0,13.4167,0,False
692,1,3,1,30.0,56.4958,2,False
693,0,3,1,25.0,7.225,0,False
694,0,1,1,60.0,26.55,2,False
695,0,2,1,52.0,13.5,2,False
696,0,3,1,44.0,8.05,2,False
697,1,3,0,30.0,7.7333,1,False
698,0,1,1,49.0,110.8833,0,1
699,0,3,1,42.0,7.65,2,2
700,1,1,0,18.0,227.525,0,2
701,1,1,1,35.0,26.2875,2,1
702,0,3,0,18.0,14.4542,0,False
703,0,3,1,25.0,7.7417,1,False
704,0,3,1,26.0,7.8542,2,False
705,0,2,1,39.0,26.0,2,False
706,1,2,0,45.0,13.5,2,False
707,1,1,1,42.0,26.2875,2,1
708,1,1,0,22.0,151.55,2,False
709,1,3,1,30.0,15.2458,0,False
710,1,1,0,24.0,49.5042,0,1
711,0,1,1,30.0,26.55,2,1
712,1,1,1,48.0,52.0,2,1
713,0,3,1,29.0,9.4833,2,False
714,0,2,1,52.0,13.0,2,False
715,0,3,1,19.0,7.65,2,2
716,1,1,0,38.0,227.525,0,1
717,1,2,0,27.0,10.5,2,1
718,0,3,1,30.0,15.5,1,False
719,0,3,1,33.0,7.775,2,False
720,1,2,0,6.0,33.0,2,False
721,0,3,1,17.0,7.0542,2,False
722,0,2,1,34.0,13.0,2,False
723,0,2,1,50.0,13.0,2,False
724,1,1,1,27.0,53.1,2,1
725,0,3,1,20.0,8.6625,2,False
726,1,2,0,30.0,21.0,2,False
727,1,3,0,30.0,7.7375,1,False
728,0,2,1,25.0,26.0,2,False
729,0,3,0,25.0,7.925,2,False
730,1,1,0,29.0,211.3375,2,1
731,0,3,1,11.0,18.7875,0,False
732,0,2,1,30.0,0.0,2,False
733,0,2,1,23.0,13.0,2,False
734,0,2,1,23.0,13.0,2,False
735,0,3,1,28.5,16.1,2,False
736,0,3,0,48.0,34.375,2,False
737,1,1,1,35.0,512.3292,0,1
738,0,3,1,30.0,7.8958,2,False
739,0,3,1,30.0,7.8958,2,False
740,1,1,1,30.0,30.0,2,1
741,0,1,1,36.0,78.85,2,1
742,1,1,0,21.0,262.375,0,4
743,0,3,1,24.0,16.1,2,False
744,1,3,1,31.0,7.925,2,False
745,0,1,1,70.0,71.0,2,1
746,0,3,1,16.0,20.25,2,False
747,1,2,0,30.0,13.0,2,False
748,0,1,1,19.0,53.1,2,1
749,0,3,1,31.0,7.75,1,False
750,1,2,0,4.0,23.0,2,False
751,1,3,1,6.0,12.475,2,1
752,0,3,1,33.0,9.5,2,False
753,0,3,1,23.0,7.8958,2,False
754,1,2,0,48.0,65.0,2,False
755,1,2,1,0.67,14.5,2,False
756,0,3,1,28.0,7.7958,2,False
757,0,2,1,18.0,11.5,2,False
758,0,3,1,34.0,8.05,2,False
759,1,1,0,33.0,86.5,2,1
760,0,3,1,30.0,14.5,2,False
761,0,3,1,41.0,7.125,2,False
762,1,3,1,20.0,7.2292,0,False
763,1,1,0,36.0,120.0,2,2
764,0,3,1,16.0,7.775,2,False
765,1,1,0,51.0,77.9583,2,1
766,0,1,1,30.0,39.6,0,False
767,0,3,0,30.5,7.75,1,False
768,0,3,1,30.0,24.15,1,False
769,0,3,1,32.0,8.3625,2,False
770,0,3,1,24.0,9.5,2,False
771,0,3,1,48.0,7.8542,2,False
772,0,2,0,57.0,10.5,2,1
773,0,3,1,30.0,7.225,0,False
774,1,2,0,54.0,23.0,2,False
775,0,3,1,18.0,7.75,2,False
776,0,3,1,30.0,7.75,1,1
777,1,3,0,5.0,12.475,2,False
778,0,3,1,30.0,7.7375,1,False
779,1,1,0,43.0,211.3375,2,1
780,1,3,0,13.0,7.2292,0,False
781,1,1,0,17.0,57.0,2,1
782,0,1,1,29.0,30.0,2,1
783,0,3,1,30.0,23.45,2,False
784,0,3,1,25.0,7.05,2,False
785,0,3,1,25.0,7.25,2,False
786,1,3,0,18.0,7.4958,2,False
787,0,3,1,8.0,29.125,1,False
788,1,3,1,1.0,20.575,2,False
789,0,1,1,46.0,79.2,0,2
790,0,3,1,30.0,7.75,1,False
791,0,2,1,16.0,26.0,2,False
792,0,3,0,30.0,69.55,2,False
793,0,1,1,30.0,30.6958,0,False
794,0,3,1,25.0,7.8958,2,False
795,0,2,1,39.0,13.0,2,False
796,1,1,0,49.0,25.9292,2,1
797,1,3,0,31.0,8.6833,2,False
798,0,3,1,30.0,7.2292,0,False
799,0,3,0,30.0,24.15,2,False
800,0,2,1,34.0,13.0,2,False
801,1,2,0,31.0,26.25,2,False
802,1,1,1,11.0,120.0,2,2
803,1,3,1,0.42,8.5167,0,False
804,1,3,1,27.0,6.975,2,False
805,0,3,1,31.0,7.775,2,False
806,0,1,1,39.0,0.0,2,1
807,0,3,0,18.0,7.775,2,False
808,0,2,1,39.0,13.0,2,False
809,1,1,0,33.0,53.1,2,1
810,0,3,1,26.0,7.8875,2,False
811,0,3,1,39.0,24.15,2,False
812,0,2,1,35.0,10.5,2,False
813,0,3,0,6.0,31.275,2,False
814,0,3,1,30.5,8.05,2,False
815,0,1,1,30.0,0.0,2,1
816,0,3,0,23.0,7.925,2,False
817,0,2,1,31.0,37.0042,0,False
818,0,3,1,43.0,6.45,2,False
819,0,3,1,10.0,27.9,2,False
820,1,1,0,52.0,93.5,2,1
821,1,3,1,27.0,8.6625,2,False
822,0,1,1,38.0,0.0,2,False
823,1,3,0,27.0,12.475,2,1
824,0,3,1,2.0,39.6875,2,False
825,0,3,1,30.0,6.95,1,False
826,0,3,1,30.0,56.4958,2,False
827,1,2,1,1.0,37.0042,0,False
828,1,3,1,30.0,7.75,1,False
829,1,1,0,62.0,80.0,-1,1
830,1,3,0,15.0,14.4542,0,False
831,1,2,1,0.83,18.75,2,False
832,0,3,1,30.0,7.2292,0,False
833,0,3,1,23.0,7.8542,2,False
834,0,3,1,18.0,8.3,2,False
835,1,1,0,39.0,83.1583,0,1
836,0,3,1,21.0,8.6625,2,False
837,0,3,1,30.0,8.05,2,False
838,1,3,1,32.0,56.4958,2,False
839,1,1,1,30.0,29.7,0,1
840,0,3,1,20.0,7.925,2,False
841,0,2,1,16.0,10.5,2,False
842,1,1,0,30.0,31.0,0,False
843,0,3,1,34.5,6.4375,0,False
844,0,3,1,17.0,8.6625,2,False
845,0,3,1,42.0,7.55,2,False
846,0,3,1,30.0,69.55,2,False
847,0,3,1,35.0,7.8958,0,False
848,0,2,1,28.0,33.0,2,False
849,1,1,0,30.0,89.1042,0,1
850,0,3,1,4.0,31.275,2,False
851,0,3,1,74.0,7.775,2,False
852,0,3,0,9.0,15.2458,0,False
853,1,1,0,16.0,39.4,2,1
854,0,2,0,44.0,26.0,2,False
855,1,3,0,18.0,9.35,2,False
856,1,1,0,45.0,164.8667,2,False
857,1,1,1,51.0,26.55,2,1
858,1,3,0,24.0,19.2583,0,False
859,0,3,1,30.0,7.2292,0,False
860,0,3,1,41.0,14.1083,2,False
861,0,2,1,21.0,11.5,2,False
862,1,1,0,48.0,25.9292,2,1
863,0,3,0,30.0,69.55,2,False
864,0,2,1,24.0,13.0,2,False
865,1,2,0,42.0,13.0,2,False
866,1,2,0,27.0,13.8583,0,False
867,0,1,1,31.0,50.4958,2,1
868,0,3,1,30.0,9.5,2,False
869,1,3,1,4.0,11.1333,2,False
870,0,3,1,26.0,7.8958,2,False
871,1,1,0,47.0,52.5542,2,1
872,0,1,1,33.0,5.0,2,3
873,0,3,1,47.0,9.0,2,False
874,1,2,0,28.0,24.0,0,False
875,1,3,0,15.0,7.225,0,False
876,0,3,1,20.0,9.8458,2,False
877,0,3,1,19.0,7.8958,2,False
878,0,3,1,30.0,7.8958,2,False
879,1,1,0,56.0,83.1583,0,1
880,1,2,0,25.0,26.0,2,False
881,0,3,1,33.0,7.8958,2,False
882,0,3,0,22.0,10.5167,2,False
883,0,2,1,28.0,10.5,2,False
884,0,3,1,25.0,7.05,2,False
885,0,3,0,39.0,29.125,1,False
886,0,2,1,27.0,13.0,2,False
887,1,1,0,19.0,30.0,2,1
888,0,3,0,30.0,23.45,2,False
889,1,1,1,26.0,30.0,0,1
890,0,3,1,32.0,7.75,1,False
